source_id,display_name,oa_publisher,oa_country,doaj_title,doaj_publisher,doaj_country,walden_issns,doaj_match_issn,name_linked,n_tokens,flag_reason
S4387281376,Kadim Akademi SBD,Kadim Akademi (SBD),,Kadim Akademi SBD,Kadim Akademi Derneği,Türkiye,2564-7229,2630-5941,True,3,publisher_conflict
S4387281734,Australian Journal of Law and Religion,"""University of Southern Queensland Law, Religion, and Heritage Research Program Team""",,Australian Journal of Law & Religion,"University of Southern Queensland Law, Religion, and Heritage Research Program Team",Australia,2653-5114,2653-5122,False,6,
S4387285090,Sırat,"""Faculty of Islamic Sciences, Gaziantep Islamic Science and Technology University""",,GİBTÜ İslami Araştırmalar Dergisi,Gaziantep Islam Science and Technology University,Türkiye,2757-8631,3062-0317,False,1,publisher_conflict
S4387287388,Legal Bulletin,KROK University,,Legal Bulletin,LLC «MIAS Expert»,Russian Federation,2708-339X|2786-7498,2658-5448,True,2,publisher_conflict
S4387290991,IIMT Journal of Management,Emerald (MCB UP),,IIMT Journal of Management,Emerald Publishing,United Kingdom,2976-7261,2976-727X,True,4,publisher_conflict
S4390296639,Journal of Modern Psychology,Zaporizhzhia National University,,Journal of Modern Psychology,Rahman Institute of Higher Education,"Iran, Islamic Republic of",2786-7471,2783-4433,True,4,publisher_conflict
S4393917118,Trazos,,,Trazos,"Facultad de Filosofia, Humanidades y Artes. UNSJ",Argentina,1131-1703,2591-3050,True,1,
S4393918709,Indonesian Journal of Early Childhood Education Studies,,,Indonesian Journal of Early Childhood Education Studies,Universitas Negeri Semarang,Indonesia,2476-9584,2252-8415,True,7,
S4393918870,Malaysian Journal of Public Health Medicine,,,Malaysian Journal of Public Health Medicine,Malaysian Public Health Specialists Association,Malaysia,2590-3829,1675-0306,True,6,
S4394735843,International Journal of Computing Sciences Research,,,International Journal of Computing Sciences Research,STEP Academic Publisher,Philippines,2546-115X,2546-0552,True,6,
S4394736417,Al Ushuliy Jurnal Mahasiswa Syariah dan Hukum,,,Al Ushuliy,Universitas Islam Negeri Mahmud Yunus Batusangkar,Indonesia,3025-1001,3025-1060,False,7,
S4404669631,Folia philologica.,Gelʹvetika,UN,Фізичне виховання та спорт,Zaporizhzhia National University,Ukraine,2786-5908|2786-5916,2786-5932,False,2,publisher_conflict
S4404677020,Nusa,Penerbit Mandalika Indonesia,IO,Nusa,"Universitas Katolik Indonesia Atma Jaya, Tokyo University of Foreign Studies",Japan,3047-7794,0126-2874,True,1,publisher_conflict;country_conflict
S5406990296,Arte 21,Centro Universitário Belas Artes de São Paulo,,Arte 21,Centro Universitário Belas Artes de São Paulo,Brazil,2317-8698,3086-4593,True,2,
S5407010704,Akademik-Us,Artvin Çoruh Üniversitesi Ilahiyat Fakültesi,,Akademik-Us,Artvin Çoruh Üniversitesi,Türkiye,2587-0750,2602-3253,True,1,
S5407036513,Current Clinical and Medical Education,European International Journal of Multidisciplinary Research and Management Studies,,Current Clinical and Medical Education,Anna Medical College,Mauritius,2942-0792,3023-3585,True,5,publisher_conflict
S5407049887,Journal of Linguistics and Language Teaching,Gema Cendekia Institute,,Journal of Linguistics and Language Teaching,Journal of Linguistics and Language Teaching (Prof Thomas Tinnefeld),Germany,3089-5324,2190-4677,True,6,publisher_conflict
S5407050826,Ovidius University Annals Series Physical Education and Sport Science movement and health,Universitatea Ovidius din Constanta,,"Ovidius University Annals, Series Physical Education and Sport/Science, Movement and Health",Ovidius University Press,Romania,2285-777X|2285-7788,1224-7359,True,12,publisher_conflict
S7407050893,CERN IdeaSquare Journal of Experimental Innovation,CERN - European Organization for Nuclear Research,,CERN IdeaSquare Journal of Experimental Innovation,CERN,Switzerland,,2413-9505,True,6,
S7407051279,Survey Methods: Insights from the Field,FORS - Swiss Centre of Expertise in the Social Sciences,,Survey Methods - Insights from the Field,FORS,Switzerland,,2296-4754,True,6,
S7407051290,Ancilla Iuris,ZHAW Zürcher Hochschule für Angewandte Wissenschaften,,Ancilla Iuris,Ancilla Iuris,Switzerland,,1661-8610,True,2,publisher_conflict
S7407052766,Sustainable Development and Engineering Economics,Peter the Great St. Petersburg Polytechnic University,,Sustainable Development and Engineering Economics,Peter the Great St. Petersburg Polytechnic University,Russian Federation,,2782-6333,True,5,
S7407053051,Revista Chicomoztoc,Universidad Autónoma de Zacatecas,,Revista Chicomoztoc,Universidad Autónoma de Zacatecas,Mexico,,2992-7188,True,2,
S7407053441,Leaf Journal,University of Lancaster,,Leaf Journal,Elen Caldecott & Lucy Cuthew,United Kingdom,,2753-6920,True,2,publisher_conflict
S7407057148,Pathos,"Facultad de Psicología, Universidad Nacional de Córdoba",,Pathos,Publiediting,Italy,2313-9390,1593-2354,True,1,publisher_conflict
